cpse_code,material_code,description,uom,category,subcategory,manufacturer,manufacturer_part_number,material_grade,size,pressure_class,voltage,power,frequency,diameter,schedule,seal_type,body_material,trim_material,end_connection,plant
CPI,CPI-SYN-436674,[SYN] FLANGE ULMA Q69W-8CLY-Y504-PD0S-I3FI 33.6 MM 600# WELD NECK RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Ulma,Q69W-8CLY-Y504-PD0S-I3FI,,33.6 mm,600#,,,,,,,,,,PLANT-3
GME,GME-SYN-240698,[SYN] ELECTRICAL COMPONENT ABB LRUR-WFJF-2FWQ-WSLS 6072.15 KA 168715 KV 4P 50 KA,EACH,CAT-ELC,Electrical Component,ABB,LRUR-WFJF-2FWQ-WSLS,,,,,,,,,,,,,PLANT-1
BUS,BUS-SYN-477531,[SYN] CABLE HAVELLS 1JU8C X SZFW SQMM ID6I/XLSH THFU 24 EACH 104.97 AWG 66KV EPR,EACH,CAT-CBL,Cable,Havells,1JU8C x SZFW sqmm ID6I/XLSH THFU,,,,,,,,,,,,,PLANT-4
BUS,BUS-SYN-463985,[SYN] FASTENER BOSSARD 20R9-UVOYXV31C-BXWO-WH83 70 INCH 122 INCH A2-70 METRIC FINE,EACH,CAT-FST,Fastener,Bossard,20R9-UVOYxV31C-BXWO-WH83,,,,,,,70 inch,,,,,,PLANT-5
BUS,BUS-SYN-570729,[SYN] PIPE TENARIS YR3B-E8FF-QAF0-0PCB-N3YD 70.45 MM XS ASTM A106 GR B 9 FT,EACH,CAT-PIP,Pipe,Tenaris,YR3B-E8WF-QAF0-0PCB-N3YD,ASTM A106 Gr B,,,,,,70.45 mm,XS,,,,,PLANT-4
CPI,CPI-SYN-140083,[SYN] INSTRUMENTATION 2 0.25% PROFIBUS HONEYWELL FLANGED 7715 VQB6-N0YH-YOB4-MEKP-6IO7 INCH DEGC,EACH,CAT-INS,Instrumentation,Honeywell,VQB6-N0YH-YOB4-MEKP-6IO7,,,,,,,,,,,,,PLANT-3
BUS,BUS-SYN-569275,[SYN] CABLE EPR X SQMM 0ATI/HK71 DFZPC NEXANS EACH TNYI 11KV 713.8 6UCO 85 MM2,EACH,CAT-CBL,Cable,Nexans,DFZPC x TNYI sqmm 0ATI/HK71 6UCO,,,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-493602,[SYN] MOTOR V 50 EXPLOSION PROOF HZ GREAVES 3000 CROMPTON 6156.56 RPM HP 2186 EFQ1-TDSN-ZMZI-REMR-XTP1,EACH,CAT-MTR,Motor,Crompton Greaves,EFQ1-TDSN-ZMZI-REMR-XTP1,,,,2186 V,6156.56 HP,50 HZ,,,,,,,PLANT-2
AHM,AHM-SYN-363790,[SYN] PPE HONEYWELL FJVW-54RZ-YSV2-FNL3 11 POLYCARBONATE EN 388 HI-VIS,EACH,CAT-PPE,PPE,Honeywell,FJVW-54RZ-YSV2-FNL3,,11,,,,,,,,,,,PLANT-3
BUS,BUS-SYN-104237,[SYN] FASTENER BOSSARD 0DHX-4Z8XX4C2P-CDQ7-B8QA 66 INCH 388 INCH 10.9 UNC,EACH,CAT-FST,Fastener,Bossard,0DHX-4Z8Xx4C2P-CDQ7-B8QA,,,,,,,66 inch,,,,,,PLANT-4
GME,GME-SYN-935300,[SYN] FLANGE ULMA HUXM-5MEC-R5G3-09EQ-H8W0 44.52 MM 900# LAP JOINT RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Ulma,HUXM-5MEC-R5G3-09EQ-H8W0,,44.52 mm,900#,,,,,,,,,,PLANT-4
AHM,AHM-SYN-405005,[SYN] PPE HONEYWELL 2541-0XO0-VMSF-KOG2 10 POLYCARBONATE CE RED,EACH,CAT-PPE,PPE,Honeywell,2541-0XO0-VMSF-KOG2,,10,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-630356,[SYN] VALVE FLOWSERVE NZXO-J0SL-DL5M-46NY-1Y3T-7S5S 53.74 MM PN40 BRONZE WAFER,EACH,CAT-VLV,Valve,Flowserve,NZXO-J0SL-DL5M-46NY-1Y3T-7S5S,,53.74 mm,PN40,,,,,,,Bronze,,Wafer,PLANT-1
CPI,CPI-SYN-473246,[SYN] PPE 3M CE 8ZZX-6288-O5G8-IIHC 11 BLUE POLYCARBONATE,EACH,CAT-PPE,PPE,3M,8ZZX-6288-O5G8-IIHC,,11,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-565656,[SYN] PIPE ARCELORMITTAL 81R0-2Z40-3MWO-FHMC-ICWY 49.24 MM SCH40 ASTM A312 TP316L 10 FT,EACH,CAT-PIP,Pipe,ArcelorMittal,81R0-2Z40-3MWO-FHMC-ICWY,ASTM A312 TP316L,,,,,,49.24 mm,SCH40,,,,,PLANT-2
CPI,CPI-SYN-508559,[SYN] PPE ANSELL CATO-0YFR-2X3X-NCXA XXL NITRILE EN 388 WHITE,EACH,CAT-PPE,PPE,Ansell,CATO-0YFR-2X3X-NCXA,,XXL,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-443128,[SYN] BRNG SKF E2JINN2M5WQJ (E.G. 6204-2RS1/C3) 359 INCH 599 INCH 471 INCH Z,EACH,CAT-BRG,Bearing,SKF,E2JINN2M5WQJ (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-2
GME,GME-SYN-703617,[SYN] INSTRUMENTATION ENDRESS+HEUSER YJF5-GHAJ-6PFG-Q3XQ-101D 576 BAR HART FLANGED 2 INCH 0.1%,EACH,CAT-INS,Instrumentation,Endress+Hauser,YJF5-GHAJ-6PFG-Q3XQ-101D,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-108135,[SYN] FLANGE CHW FORGE 48PS-3BR7-K4BP-P6Q5-OZNF 24.58 MM 1500# LAP JOINT RAISED FACE (RF),EACH,CAT-FLG,Flange,CHW Forge,48PS-3BR7-K4BP-P6Q5-OZNF,,24.58 mm,1500#,,,,,,,,,,PLANT-4
NEC,NEC-SYN-360061,[SYN] ELECTRICAL COMPONENT EATON OOS0-NECO-O7UJ-U1ND 1166.41 A 29673 V 1P 76 KA,EACH,CAT-ELC,Electrical Component,Eaton,OOS0-NECO-O7UJ-U1ND,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-315265,[SYN] VALVE KITZ U2VH-T828-O6OS-FC2N-4ENV-PWPI 50.77 INCH PN16 CF8M WAFER,EACH,CAT-VLV,Valve,KITZ,U2VH-T828-O6OS-FC2N-4ENV-PWPI,,50.77 inch,PN16,,,,,,,CF8M,,Wafer,PLANT-4
CPI,CPI-SYN-736404,[SYN] PIPE SCH80 INCH A312 M C2TK-AKEB-YQ7U-K77U-LER2 TP316L ARCELORMITTAL 39.27 ASTM 9,EACH,CAT-PIP,Pipe,ArcelorMittal,C2TK-AKEB-YQ7U-K77U-LER2,ASTM A312 TP316L,,,,,,39.27 inch,SCH80,,,,,PLANT-1
AHM,AHM-SYN-119998,[SYN] GASKET Q283-VGWI-HG8A-W57T-B67A-DREB 14.64 900# CORRUGATED FLEXITALLIC GRAPHITE/SS316 MM METAL,EACH,CAT-GSK,Gasket,Flexitallic,Q283-VGWI-HG8A-W57T-B67A-DREB,,14.64 mm,900#,,,,,,,,,,PLANT-3
AHM,AHM-SYN-119158,[SYN] PPE HONEYWELL IKEY-XEJJ-787T-PC90 7 NITRILE EN 388 BLUE,EACH,CAT-PPE,PPE,Honeywell,IKEY-XEJJ-787T-PC90,,7,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-729055,[SYN] ELECTRICAL COMPONENT SIEMENS R7PZ-HB79-QMQQ-XC2W 4858.72 A 55092 KV 1P 57 KA,EACH,CAT-ELC,Electrical Component,Siemens,R7PZ-HB79-QMQQ-XC2W,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-916631,[SYN] ELECTRICAL COMPONENT SCHNEIDER ELECTRIC T2P0-OCXN-O5R5-F08X 2263.03 A 705592 KV 3P 27 KA,EACH,CAT-ELC,Electrical Component,Schneider Electric,T2P0-OCXN-O5R5-F08X,,,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-526161,[SYN] ELECTRICAL COMPONENT SIEMENS CZ59-SZ64-3EER-LJ3O 1425.73 KA 123087 V 1P 110 KA,EACH,CAT-ELC,Electrical Component,Siemens,CZ59-SZ64-3TER-LJ3O,,,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-279197,[SYN] VALVE FLOWSERVE C7QI-RDQ6-U5QW-CE72-CBAQ-Q7C8 2.44 MM 900# WCB LUG,EACH,CAT-VLV,Valve,Flowserve,C7QI-RDQ6-U5QW-CE72-CBAQ-Q7C8,,2.44 mm,900#,,,,,,,WCB,,Lug,PLANT-5
BUS,BUS-SYN-909676,[SYN] LUBRICANT KLÜBER JAK3 HOW4 2TCZ - 0B2D SAE 10W-40 MINERAL NLGI 3 209 KG,EACH,CAT-LUB,Lubricant,Klüber,JAK3 HOW4 2TCZ - 0B2D,,,,,,,,,,,,,PLANT-5
NEC,NEC-SYN-421333,[SYN] PUMP KSB 8WZA-HVM5-UHQ5-NP4T 5031 M3/H 2888 M 409.53 HP,EACH,CAT-PMP,Pump,KSB,8WZA-HVM5-UHQ5-NP4T,,,,,409.53 HP,,,,,,,,PLANT-4
CPI,CPI-SYN-502694,[SYN] FLANGE MELESI NZV1-PIXR-16E2-R9UU-MTHO 19.6 MM 900# THREADED RAISED FACE (RF),EACH,CAT-FLG,Flange,Melesi,NZV1-PIXR-16E2-R9UU-MTHO,,19.6 mm,900#,,,,,,,,,,PLANT-1
AHM,AHM-SYN-882061,[SYN] FASTENER WÜRTH VC8H-D5ZPXXPJM-ZB0Z-258W 31 INCH 131 MM 12.9 METRIC COARSE,EACH,CAT-FST,Fastener,Würth,VC8H-D5ZPxXPJM-ZB0Z-258W,,,,,,,31 inch,,,,,,PLANT-2
BUS,BUS-SYN-453110,[SYN] MOTOR HZ 3054 3000 127D-NVHT-OQIH-M8MB-O63O KV TENV 5501.01 60 BALDOR HP RPM,EACH,CAT-MTR,Motor,Baldor,127D-NVHT-OQIH-M8MB-O63O,,,,3054 KV,5501.01 HP,60 HZ,,,,,,,PLANT-4
CPI,CPI-SYN-185343,[SYN] VALVE EMERSON HJ8O-WX4R-QMYI-TAHV-P4GB-79LC 59.05 MM 1500# BRONZE FLANGED,EACH,CAT-VLV,Valve,Emerson,HJ8O-WX4R-QMYI-TAHV-P4GB-79LC,,59.05 mm,1500#,,,,,,,Bronze,,Flanged,PLANT-4
CPI,CPI-SYN-989490,[SYN] FASTENER HILTI RY32-4CISXWPFT-S91Y-G05Z 10 INCH 223 INCH A2-70 UNC,EACH,CAT-FST,Fastener,Hilti,RY32-4CISxWPFT-S91Y-G05Z,,,,,,,10 inch,,,,,,PLANT-4
CPI,CPI-SYN-379265,[SYN] ELECTRICAL COMPONENT SIEMENS PFG6-O1O3-MN5K-395U 3043.52 KA 647659 V 1P 56 KA,EACH,CAT-ELC,Electrical Component,Siemens,PFG6-O1O3-MN5K-395U,,,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-277652,[SYN] BEARING NSK 8DL894FJ2VNL (E.G. 6204-2RS1/C3) 107 MM 756 MM 244 MM Z,EACH,CAT-BRG,Bearing,NSK,8DL894FJ2VNL (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-2
BUS,BUS-SYN-356977,[SYN] MOTOR CROMPTON GREAVES GRJD-97II-8CH4-JVEB-DD99 253.76 HP 562 V 60 HZ 1200 RPM EXPLOSION PROOF,EACH,CAT-MTR,Motor,Crompton Greaves,GRJD-97II-8CH4-JVEB-DD99,,,,562 V,253.76 HP,60 HZ,,,,,,,PLANT-5
GME,GME-SYN-297218,[SYN] BEARING SKF 64X5G5B09OA8 (E.G. 6204-2RS1/C3) 931 INCH 602 MM 82 MM Z,EACH,CAT-BRG,Bearing,SKF,64X5G5B09OA8 (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-5
CPI,CPI-SYN-634590,[SYN] VALVE KITZ 96TF-5DBE-7KQ6-KUEN-F7XW-MOOJ 64.15 MM 2500# CF8M LUG,EACH,CAT-VLV,Valve,KITZ,96TF-5DBE-7KQ6-KUEN-F7XW-MOOJ,,64.15 mm,2500#,,,,,,,CF8M,,Lug,PLANT-2
CPI,CPI-SYN-620618,[SYN] MOTOR SIEMENS AWNQ-Z9BE-4YLI-P4HE-6K3B 6281.37 KW 4321 V 50 HZ 3000 RPM TENV,EACH,CAT-MTR,Motor,Siemens,AWNQ-Z9BE-4YLI-P4HE-6K3B,,,,4321 V,6281.37 kW,50 HZ,,,,,,,PLANT-3
GME,GME-SYN-421881,[SYN] GASKET 300# KLINGER PTFE GRAPHITE/SS316 00IM-RAO7-J8HJ-ZCLO-PRBF-DWC6 MM 39.06,EACH,CAT-GSK,Gasket,Klinger,00IM-RAO7-J8HJ-ZCLO-PRBF-DWC6,,39.06 mm,300#,,,,,,,,,,PLANT-3
NEC,NEC-SYN-107945,[SYN] LUBRICANT MOBIL MWRW 1SAY A4DM - 21O3 ISO VG 68 PAG NLGI 0 770 L,EACH,CAT-LUB,Lubricant,Mobil,MWRW 1SAY A4DM - 21O3,,,,,,,,,,,,,PLANT-2
BUS,BUS-SYN-488558,[SYN] INSTRUMENTATION HONEYWELL VZ0B-3Q3N-38GS-CBY9-XWIX 7367 BAR HART FLANGED 2 INCH 1.0%,EACH,CAT-INS,Instrumentation,Honeywell,VZ0B-3Q3N-38GS-CBY9-XWIX,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-759233,[SYN] VALVE CF8M 47.47 MM 2500# FLOWSERVE THREADED YNPD-2VBD-UF72-OOHI-F5VN-VGO2,EACH,CAT-VLV,Valve,Flowserve,YNPD-2VBD-UF72-OOHI-F5VN-VGO2,,47.47 mm,2500#,,,,,,,CF8M,,Threaded,PLANT-3
BUS,BUS-SYN-688064,[SYN] LUBRICANT MOBIL QBIM B21I VQF9 - 6DJE ISO VG 68 ESTER NLGI 1 644 KG,EACH,CAT-LUB,Lubricant,Mobil,QBIM B21I VQF9 - 6DJE,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-686791,[SYN] ELECTRICAL COMPONENT ABB UL1X-JZJI-CIG1-VMI7 1592.89 KA 292701 KV 3P 136 KA,EACH,CAT-ELC,Electrical Component,ABB,UL1X-JZJI-CIG1-VMI7,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-245815,[SYN] LUBRICANT 4I99 66KL MOBIL MINERAL VG 0 - 8VL3 NLGI 68 1WWK KG 659 IQO,EACH,CAT-LUB,Lubricant,Mobil,1WWK 66KL 8VL3 - 4I99,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-606356,[SYN] CABLE NEXANS 5WPBC X ECA8 SQMM B7C6/A220 6IFR 77 EACH 312.37 AWG 1.1KV PVC,EACH,CAT-CBL,Cable,Nexans,5WPBC x ECA8 sqmm B7C6/A220 6IFR,,,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-182693,[SYN] GASKET GARLOCK TG5I-ZOAM-PUQ0-SL62-PI14-4G8M 3.59 MM 600# PTFE SOFT IRON,EACH,CAT-GSK,Gasket,Garlock,TG5I-ZOAM-PUQ0-SL62-PI14-4G8M,,3.59 mm,600#,,,,,,,,,,PLANT-1
NEC,NEC-SYN-861887,[SYN] FASTENER 354 INCH UNC 1NWS-XYXKXFKGX-M5JW-NLX0 INCH BOSSARD 12.9 61,EACH,CAT-FST,Fastener,Bossard,1NWS-XYXKxFKGX-M5JW-NLX0,,,,,,,61 inch,,,,,,PLANT-5
AHM,AHM-SYN-784536,[SYN] PIPE TENARIS 0GXH-HX9Y-QAYE-0IOH-S6WL 80.42 MM SCH160 ASTM A333 GR 6 12 FT,EACH,CAT-PIP,Pipe,Tenaris,0GXH-HX9Y-QAYE-0IOH-S6WL,ASTM A333 Gr 6,,,,,,80.42 mm,SCH160,,,,,PLANT-3
NEC,NEC-SYN-476549,[SYN] PIPE ARCELORMITTAL 9AYX-2U0T-J47H-IITG-R7NP 71.95 INCH XS ASTM A333 GR 6 11 M,EACH,CAT-PIP,Pipe,ArcelorMittal,9AYX-2U0T-J47H-IITG-R7NP,ASTM A333 Gr 6,,,,,,71.95 inch,XS,,,,,PLANT-3
CPI,CPI-SYN-428094,[SYN] GASKET LAMONS KZXM-RTN5-29X6-781H-6ASW-D603 48.33 INCH 1500# CNAF GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Lamons,KZXM-RTN5-29X6-781H-6ASW-D603,,48.33 inch,1500#,,,,,,,,,,PLANT-1
CPI,CPI-SYN-390262,[SYN] VALVE FLOWSERVE Y7F6-UTCD-6CXD-96WO-JP9D-PE7U 61.22 MM 2500# CF8M WAFER,EACH,CAT-VLV,Valve,Flowserve,Y7F6-UTCD-6CXD-96WO-JP9D-PE7U,,61.22 mm,2500#,,,,,,,CF8M,,Wafer,PLANT-3
BUS,BUS-SYN-470835,[SYN] FASTENER BOSSARD RNTV-1LSQXTPHW-53RI-SQE2 5 MM 315 INCH 12.9 METRIC COARSE,EACH,CAT-FST,Fastener,Bossard,RNTV-1LSQxTPHW-53RI-SQE2,,,,,,,5 mm,,,,,,PLANT-3
BUS,BUS-SYN-702785,[SYN] INSTRUMENTATION YOKOGAWA YMVZ-WLSY-SAQN-9F6D-Q4LZ 3001 PSI 4-20MA 1/4 NPT 0.25%,EACH,CAT-INS,Instrumentation,Yokogawa,YMVZ-WLSY-SAQN-9F6D-Q4LZ,,,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-174648,[SYN] FASTENER HILTI 9NA7-UWWQX3G5R-D4RB-B0CO 18 INCH 11 INCH 8.8 UNC,EACH,CAT-FST,Fastener,Hilti,9NA7-UWWQx3G5R-J4RB-B0CO,,,,,,,18 inch,,,,,,PLANT-1
CPI,CPI-SYN-507050,[SYN] VALVE KITZ X72J-B5U7-F6FD-Z1X7-RM0R-O07G 62.87 INCH 900# LCC SOCKET WELD,EACH,CAT-VLV,Valve,KITZ,X72J-B5U7-F6FD-Z1X7-RM0R-O07G,,62.87 inch,900#,,,,,,,LCC,,Socket Weld,PLANT-3
AHM,AHM-SYN-728361,[SYN] FASTENER WÜRTH D5UR-5QQ4XBL9Q-6Y85-3Z9L 76 INCH 230 INCH B7 METRIC COARSE,EACH,CAT-FST,Fastener,Würth,D5UR-5QQ4xBL9Q-6Y85-3Z9L,,,,,,,76 inch,,,,,,PLANT-2
BUS,BUS-SYN-210536,[SYN] LUBRICANT KLÜBER CB7H MWEL C2TZ - 2RPO SAE 10W-40 PAG NLGI 0 209 KG,EACH,CAT-LUB,Lubricant,Klüber,CB7H MWEL C2TZ - 2RPO,,,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-754909,[SYN] INSTRUMENTATION WIKA M35O-XXLY-KJ7G-E22C-Q2GG 3871 DEGC 4-20MA SANITARY 1.0%,EACH,CAT-INS,Instrumentation,WIKA,M35O-XXLY-KJ7G-E22C-Q2GG,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-611324,[SYN] FASTENER KAMAX L222-XL5WXS6UN-87W9-JZYE 13 INCH 372 MM B7 METRIC FINE,EACH,CAT-FST,Fastener,Kamax,L222-XL5WxS6UN-87W9-JZYE,,,,,,,13 inch,,,,,,PLANT-2
GME,GME-SYN-754522,[SYN] CABLE NEXANS U3YVC X M2NS SQMM 6UN8/LNQQ D3UU 90 EACH 334.38 MM2 11KV XLPE,EACH,CAT-CBL,Cable,Nexans,U3YVC x M2NS sqmm 6UN8/LNQQ D3UU,,,,,,,,,,,,,PLANT-3
GME,GME-SYN-543301,[SYN] GASKET KLINGER PMA4-5W01-G02B-GH0I-OBK8-40BN 51.88 INCH 600# PTFE GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Klinger,PMA4-5W01-G02B-GH0I-OBK8-40BN,,51.88 inch,600#,,,,,,,,,,PLANT-2
AHM,AHM-SYN-780654,[SYN] CABLE NEXANS GIDZC X TB26 SQMM YTMX/TINS IW4H 36 EACH 623.3 AWG 33KV EPR,EACH,CAT-CBL,Cable,Nexans,GIDZC x TB26 sqmm YTMX/TINS IW4H,,,,,,,,,,,,,PLANT-1
GME,GME-SYN-254481,[SYN] LUBRICANT SHELL 62P5 I9JT BW02 - TQGX ISO VG 68 SYNTHETIC (PAO) NLGI 2 538 L,EACH,CAT-LUB,Lubricant,Shell,62P5 I9JT BW02 - TQGX,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-572442,[SYN] VALVE MM A105 4XB7-8L62-BGHX-A3LN-I7U8-SD8P THREADED EMERSON PN40 27.79,EACH,CAT-VLV,Valve,Emerson,4XB7-8L62-BGHX-A3LN-I7U8-SD8P,,27.79 mm,PN40,,,,,,,A105,,Threaded,PLANT-2
NEC,NEC-SYN-621900,[SYN] LUBRICANT 114 2 XJZT 220 SYNTHETIC NLGI GT9I L - ISO 9GJV TOTALENERGIES VG (PAO) LWHA,EACH,CAT-LUB,Lubricant,TotalEnergies,9GJV XJZT LWHA - GT9I,,,,,,,,,,,,,PLANT-2
GME,GME-SYN-842101,[SYN] CABLE HAVELLS FCBOC X MMCJ SQMM TPYZ/BFHZ DRDS 68 EACH 888.74 MM2 11KV XLPE,EACH,CAT-CBL,Cable,Havells,FCBOC x MMCJ sqmm TPYZ/BFHZ DRDS,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-943302,[SYN] FLANGE GALPERTI 6WO7-MJ20-7F45-EB2W-FNJ6 56.16 MM 300# WELD NECK RAISED FACE (RF),EACH,CAT-FLG,Flange,Galperti,6WO7-MJ20-7F45-EB2W-FNJ6,,56.16 mm,300#,,,,,,,,,,PLANT-3
BUS,BUS-SYN-714291,[SYN] PPE 3M 0ATG-KYKX-F52S-NPRG L KEVLAR EN 397 RED,EACH,CAT-PPE,PPE,3M,0ATG-KYKX-F52S-NPRG,,L,,,,,,,,,,,PLANT-1
BUS,BUS-SYN-820735,[SYN] MTR WEG EVYC-I2SO-2JQX-DP21-TSV7 2811.22 HP 6052 KV 50 HZ 3600 RPM TEFC,EACH,CAT-MTR,Motor,WEG,EVYC-I2SO-2JQX-DP21-TSV7,,,,6052 KV,2811.22 HP,50 HZ,,,,,,,PLANT-5
AHM,AHM-SYN-316896,[SYN] PPE MSA SAFETY 45EK-3Q3U-M0Q7-F5L9 7 HDPE EN 397 YELLOW,EACH,CAT-PPE,PPE,MSA Safety,45EK-3Q3U-M0Q7-F5L9,,7,,,,,,,,,,,PLANT-2
BUS,BUS-SYN-905388,[SYN] FLANGE MELESI 6WSX-WVEI-KA7J-ZEOY-9ITK 0.95 MM 600# THREADED RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Melesi,6WSX-WVEI-KA7J-ZEOY-9ITK,,0.95 mm,600#,,,,,,,,,,PLANT-4
NEC,NEC-SYN-615655,[SYN] PIPE JINDAL SAW 8BEX-MFZV-F024-42IK-RLYH 91.16 MM SCH10 ASTM A333 GR 6 6 FT,EACH,CAT-PIP,Pipe,Jindal SAW,8BEX-MFZV-F024-42IK-RLYH,ASTM A333 Gr 6,,,,,,91.16 mm,SCH10,,,,,PLANT-5
BUS,BUS-SYN-330175,[SYN] VALVE FLOWSERVE PJVW-OZUK-LWPM-2ALM-DL2B-VPWZ 27.51 MM PN40 DUCTILE IRON FLANGED,EACH,CAT-VLV,Valve,Flowserve,PJVW-OZUK-LWPM-2ALM-DL2B-VPWZ,,27.51 mm,PN40,,,,,,,Ductile Iron,,Flanged,PLANT-3
BUS,BUS-SYN-171279,[SYN] GASKET GARLOCK SBGJ-6S8N-988Q-HOQ3-ILDF-902I 5.38 MM 900# SPIRAL WOUND GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Garlock,SBGJ-6S8N-988Q-HOQ3-ILDF-902I,,5.38 mm,900#,,,,,,,,,,PLANT-2
AHM,AHM-SYN-104600,[SYN] FLANGE GALPERTI PCZH-2JFE-371W-6YX6-76MN 14.76 MM 2500# THREADED RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Galperti,PCZH-2JFE-371W-6YX6-76MN,,14.76 mm,2500#,,,,,,,,,,PLANT-3
AHM,AHM-SYN-774513,[SYN] BEARING SKF 5KNLUAO1T0FU (E.G. 6204-2RS1/C3) 390 INCH 441 INCH 483 INCH ZZ,EACH,CAT-BRG,Bearing,SKF,5KNLUAO1T0FU (e.g. 6204-2RS1/C3),,,,,,,,,ZZ,,,,PLANT-4
NEC,NEC-SYN-532272,[SYN] GASKET LAMONS PZJQ-XJY5-9F5Z-R6AS-W4ON-NBY8 63.83 INCH 2500# SPIRAL WOUND SS304,EACH,CAT-GSK,Gasket,Lamons,PZJQ-XJY5-9F5Z-R6AS-W4ON-NBY8,,63.83 inch,2500#,,,,,,,,,,PLANT-5
CPI,CPI-SYN-130461,[SYN] LUBRICANT MOBIL MHKE J1OU 4XUR - JU0G ISO VG 68 SILICONE NLGI 3 594 L,EACH,CAT-LUB,Lubricant,Mobil,MHKE J1OU 4XUR - JU0G,,,,,,,,,,,,,PLANT-5
NEC,NEC-SYN-869721,[SYN] PUMP ITT GOULDS 0MC3-GIIR-4W4L-3MHZ 17172 GPM 2797 FT 4437.52 KW,EACH,CAT-PMP,Pump,ITT Goulds,0MC3-GIIR-4W4L-3MHZ,,,,,4437.52 KW,,,,,,,,PLANT-5
AHM,AHM-SYN-912157,[SYN] FASTENER WÜRTH 1MMC-R2VVXGU3Z-ZDLX-6PC6 55 MM 178 INCH A4-80 UNC,EACH,CAT-FST,Fastener,Würth,1MMC-R2VVxGU3Z-ZDLX-6PC6,,,,,,,55 mm,,,,,,PLANT-5
AHM,AHM-SYN-613361,[SYN] ELECTRICAL COMPONENT EATON 11AL-BQSS-VUKW-O0RQ 4966.39 KA 677062 KV 1P 146 KA,EACH,CAT-ELC,Electrical Component,Eaton,11AL-BQSS-VUKW-O0RQ,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-295474,[SYN] LUBRICANT MOBIL QEXS 01HL KEYF - 4X2Y ISO VG 32 PAG NLGI 2 594 KG,EACH,CAT-LUB,Lubricant,Mobil,QEXS 01HL KEYF - 4X2Y,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-903650,[SYN] GASKET KLINGER 69CJ-CJCX-E4O5-MXT4-4NDP-SL73 26.68 MM 2500# PTFE PTFE,EACH,CAT-GSK,Gasket,Klinger,69CJ-CJCX-E4O5-MXT4-4NDP-SL73,,26.68 mm,2500#,,,,,,,,,,PLANT-2
BUS,BUS-SYN-955733,[SYN] ELECTRICAL 2712.57 KA EATON 76 KV 4P KA 602255 GXNN-HM8J-GHIY-VA3O COMPONENT,EACH,CAT-ELC,Electrical Component,Eaton,GXNN-HM8J-GHIY-VA3O,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-694805,[SYN] PPE DUPONT IMJ2-CGA6-TNHU-E1LY 10 POLYCARBONATE ANSI WHITE,EACH,CAT-PPE,PPE,DuPont,IMJ2-CGA6-TNHU-E1LY,,10,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-777181,[SYN] PUMP ITT GOULDS K9TQ-6RJY-76AO-I0O3 17945 M3/H 655 FT 4250.82 HP,EACH,CAT-PMP,Pump,ITT Goulds,K9TQ-6RJY-76AO-I0O3,,,,,4250.82 HP,,,,,,,,PLANT-3
BUS,BUS-SYN-547133,[SYN] BEARING FAG Y3PMQY56K1TH (E.G. 6204-2RS1/C3) 582 INCH 611 MM 295 INCH ZZ,EACH,CAT-BRG,Bearing,FAG,Y3PMQY56K1TH (e.g. 6204-2RS1/C3),,,,,,,,,ZZ,,,,PLANT-4
